ProductName,EngineVersion,AppVersion,IsBeta,IsSxsPassiveMode,AVProductsInstalled,AVProductsEnabled,HasTpm,CountryIdentifier,CityIdentifier,OrganizationIdentifier,LocaleEnglishNameIdentifier,Platform,Processor,OsBuild,OsSuite,OsPlatformSubRelease,IsProtected,SMode,IeVerIdentifier,SmartScreen,Firewall,UacLuaenable,Census_MDC2FormFactor,Census_DeviceFamily,Census_OEMNameIdentifier,Census_OEMModelIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_PrimaryDiskTypeName,Census_HasOpticalDiskDrive,Census_ChassisTypeName,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_PowerPlatformRoleName,Census_InternalBatteryNumberOfCharges,Census_OSBuildRevision,Census_OSEdition,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightsDisabled,Census_FlightRing,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections,Census_TotalPhysicalRAMGB,Census_SystemVolumeTotalCapacityGB,Census_PrimaryDiskTotalCapacityGB
win8defender,1.1.15100.1,4.18.1807.18075,0,0,1.0,1.0,1,107,133897.0,46.0,134,windows10,arm64,17134,256,rs4,1.0,0.0,137.0,unknown,1.0,1.0,detachable,windows.desktop,4143.0,227191.0,8.0,10.0,ssd,0,detachable,11.9,2160.0,slate,18.0,167,core,other,8.0,fullauto,0,is_genuine,retail,0.0,retail,845.0,50922.0,0,0.0,1,1,1.0,0.0,1.0,0,4.0,118.0,119.0
win8defender,1.1.15100.1,4.18.1807.18075,0,0,2.0,1.0,1,164,120983.0,27.0,172,windows10,x64,17134,768,rs4,1.0,0.0,137.0,unknown,1.0,1.0,notebook,windows.desktop,2668.0,172079.0,2.0,5.0,ssd,0,notebook,13.9,1366.0,mobile,7.0,228,core,upgrade,27.0,fullauto,0,is_genuine,oem:dm,0.0,retail,628.0,15816.0,1,0.0,0,0,0.0,0.0,15.0,1,4.0,118.0,119.0
win8defender,1.1.15100.1,4.18.1807.18075,0,0,2.0,1.0,1,80,7198.0,27.0,107,windows10,x64,17134,256,rs4,1.0,0.0,137.0,unknown,1.0,1.0,desktop,windows.desktop,2102.0,250496.0,4.0,5.0,hdd,0,desktop,18.5,1366.0,desktop,4294967295.0,191,professional,upgrade,6.0,fullauto,0,is_genuine,oem:dm,0.0,retail,486.0,51601.0,1,0.0,0,0,0.0,1.0,3.0,0,4.0,446.0,466.0
win8defender,1.1.15200.1,4.18.1807.18075,0,0,1.0,1.0,1,171,124736.0,,182,windows10,x64,17134,256,rs4,1.0,0.0,137.0,requireadmin,1.0,1.0,desktop,windows.desktop,4589.0,313586.0,2.0,5.0,hdd,0,desktop,21.5,1920.0,desktop,4294967295.0,228,professional,upgrade,29.0,fullauto,0,is_genuine,oem:nonslp,0.0,retail,142.0,11081.0,0,0.0,0,0,0.0,0.0,3.0,0,8.0,931.0,932.0
win8defender,1.1.15100.1,4.18.1807.18075,0,0,2.0,1.0,1,169,141516.0,27.0,74,windows10,x64,17134,768,rs4,1.0,0.0,137.0,off,1.0,1.0,notebook,windows.desktop,525.0,225830.0,8.0,5.0,hdd,0,notebook,15.5,1920.0,mobile,33.0,191,core,clean,7.0,fullauto,0,is_genuine,retail,0.0,retail,142.0,38347.0,0,0.0,0,0,0.0,1.0,3.0,1,8.0,247.0,932.0
win8defender,1.1.15200.1,4.18.1807.18075,0,0,2.0,1.0,1,157,114477.0,27.0,75,windows10,x64,17134,256,rs4,1.0,0.0,137.0,existsnotset,1.0,1.0,notebook,windows.desktop,1443.0,256567.0,4.0,5.0,hdd,0,laptop,13.9,1366.0,mobile,0.0,228,professional,upgrade,8.0,fullauto,0,is_genuine,oem:dm,0.0,retail,355.0,19951.0,1,0.0,0,0,0.0,0.0,1.0,1,4.0,453.0,466.0
mse,1.1.15200.1,4.9.218.0,0,0,1.0,1.0,0,80,7198.0,27.0,107,windows7,x64,7601,768,windows7,1.0,0.0,290.0,unknown,1.0,0.0,notebook,windows.desktop,1781.0,185880.0,2.0,1.0,hdd,1,notebook,17.1,1440.0,mobile,0.0,164,core,update,6.0,fullauto,0,is_genuine,retail,,retail,803.0,64575.0,0,0.0,0,0,0.0,0.0,3.0,0,4.0,298.0,298.0
win8defender,1.1.15100.1,4.18.1806.18062,0,1,1.0,1.0,1,93,64168.0,18.0,75,windows10,x64,16299,256,rs3,1.0,0.0,117.0,unknown,1.0,1.0,notebook,windows.desktop,2668.0,171199.0,4.0,5.0,hdd,0,notebook,15.5,1920.0,mobile,0.0,191,professional,upgrade,8.0,fullauto,0,invalid_license,retail,0.0,unknown,628.0,27266.0,0,0.0,0,0,0.0,0.0,8.0,0,8.0,97.0,932.0
win8defender,1.1.15300.6,4.18.1809.2,0,0,1.0,1.0,1,178,136271.0,27.0,71,windows10,x64,17134,768,rs4,1.0,,137.0,unknown,1.0,1.0,notebook,windows.desktop,666.0,264568.0,4.0,5.0,ssd,0,laptop,13.3,2560.0,mobile,0.0,285,core,ibsclean,7.0,fullauto,0,invalid_license,retail,0.0,retail,152.0,45542.0,0,0.0,0,0,0.0,1.0,1.0,0,8.0,47.0,466.0
win8defender,1.1.15100.1,4.18.1807.18075,0,0,2.0,1.0,1,158,79230.0,18.0,70,windows10,x64,16299,768,rs3,1.0,0.0,111.0,requireadmin,1.0,1.0,notebook,windows.desktop,2668.0,171331.0,4.0,1.0,hdd,0,notebook,15.5,1366.0,mobile,0.0,309,coresinglelanguage,upgrade,8.0,notify,0,is_genuine,oem:dm,0.0,retail,644.0,8919.0,1,0.0,0,0,0.0,1.0,1.0,1,4.0,422.0,466.0
win8defender,1.1.15100.1,4.10.209.0,0,0,1.0,1.0,1,93,,27.0,64,windows8,x86,9600,256,windows8.1,1.0,0.0,333.0,requireadmin,1.0,1.0,notebook,windows.desktop,2668.0,35125.0,2.0,5.0,hdd,0,notebook,14.0,1366.0,mobile,,0,core,ibsclean,8.0,unknown,0,invalid_license,retail,0.0,retail,628.0,39482.0,0,0.0,0,0,0.0,0.0,8.0,0,2.0,70.0,233.0
win8defender,1.1.15100.1,4.8.10240.17914,0,0,1.0,1.0,1,43,12607.0,27.0,42,windows10,x64,10240,256,th1,1.0,0.0,65.0,requireadmin,1.0,1.0,notebook,windows.desktop,666.0,264571.0,4.0,5.0,ssd,0,laptop,13.3,2560.0,mobile,0.0,17914,enterprise,ibsclean,37.0,unknown,0,is_genuine,volume:gvlk,0.0,not_set,,,0,0.0,0,0,0.0,1.0,7.0,1,8.0,355.0,466.0
win8defender,1.1.15200.1,4.18.1807.18075,0,0,1.0,1.0,1,147,77794.0,,74,windows10,x64,17134,256,rs4,1.0,0.0,137.0,requireadmin,1.0,1.0,notebook,windows.desktop,2102.0,249943.0,4.0,5.0,hdd,0,notebook,13.9,1366.0,mobile,0.0,228,professional,update,8.0,fullauto,0,is_genuine,oem:dm,0.0,retail,486.0,48686.0,1,0.0,0,0,0.0,0.0,11.0,0,4.0,445.0,466.0
win8defender,1.1.15200.1,4.18.1807.18075,0,0,2.0,1.0,1,12,110781.0,27.0,58,windows10,x64,17134,768,rs4,1.0,0.0,137.0,requireadmin,1.0,1.0,notebook,windows.desktop,2653.0,304618.0,4.0,5.0,ssd,0,laptop,13.2,1920.0,mobile,0.0,228,core,upgrade,8.0,fullauto,0,is_genuine,oem:dm,0.0,retail,142.0,12463.0,0,0.0,0,0,0.0,1.0,2.0,0,8.0,223.0,224.0
win8defender,1.1.15200.1,4.18.1806.18062,0,0,1.0,1.0,1,203,143782.0,27.0,46,windows10,x86,17134,256,rs4,1.0,0.0,137.0,existsnotset,1.0,1.0,desktop,windows.desktop,585.0,189698.0,4.0,5.0,hdd,0,desktop,24.0,1920.0,desktop,4294967295.0,137,professional,upgrade,39.0,notify,0,is_genuine,retail,0.0,retail,142.0,51032.0,0,0.0,0,0,0.0,0.0,7.0,0,6.0,531.0,932.0
win8defender,1.1.15200.1,4.18.1807.18075,0,0,1.0,1.0,1,43,37357.0,27.0,42,windows10,x86,16299,256,rs3,1.0,0.0,117.0,requireadmin,1.0,1.0,desktop,windows.desktop,4589.0,313586.0,2.0,1.0,unknown,0,desktop,17.7,1440.0,desktop,4294967295.0,125,professional,update,37.0,unknown,0,is_genuine,retail,0.0,retail,142.0,3120.0,0,0.0,0,0,0.0,0.0,7.0,0,2.0,50.0,466.0
win8defender,1.1.15100.1,4.18.1807.18075,0,0,1.0,1.0,1,205,11382.0,,266,windows10,x64,17134,256,rs4,1.0,0.0,137.0,unknown,1.0,1.0,desktop,windows.desktop,2206.0,251773.0,4.0,5.0,hdd,0,desktop,23.0,1920.0,workstation,4294967295.0,191,professional,upgrade,29.0,fullauto,0,is_genuine,oem:nonslp,0.0,retail,93.0,40479.0,0,0.0,1,0,0.0,0.0,3.0,1,4.0,107.0,466.0
win8defender,1.1.15300.6,4.13.17134.1,0,0,1.0,1.0,1,171,110673.0,,182,windows10,x64,17134,768,rs4,1.0,0.0,137.0,unknown,1.0,1.0,notebook,windows.desktop,525.0,331297.0,4.0,5.0,hdd,0,notebook,15.5,1366.0,mobile,276.0,112,coresinglelanguage,ibsclean,29.0,unknown,0,is_genuine,oem:dm,0.0,retail,142.0,70432.0,0,0.0,0,0,0.0,0.0,3.0,0,4.0,465.0,466.0
win8defender,1.1.15200.1,4.18.1807.18075,0,0,1.0,1.0,1,199,150207.0,27.0,75,windows10,x64,17134,256,rs4,1.0,0.0,137.0,unknown,1.0,1.0,pcother,windows.desktop,2102.0,230160.0,4.0,5.0,hdd,0,desktop,20.7,1920.0,desktop,4294967295.0,228,professional,reset,14.0,fullauto,0,is_genuine,volume:gvlk,0.0,retail,93.0,2499.0,0,0.0,0,0,0.0,0.0,11.0,1,4.0,244.0,466.0
