ProductName,EngineVersion,AppVersion,IsBeta,IsSxsPassiveMode,AVProductsInstalled,AVProductsEnabled,HasTpm,CountryIdentifier,CityIdentifier,OrganizationIdentifier,LocaleEnglishNameIdentifier,Platform,Processor,OsBuild,OsSuite,OsPlatformSubRelease,IsProtected,SMode,IeVerIdentifier,SmartScreen,Firewall,UacLuaenable,Census_MDC2FormFactor,Census_DeviceFamily,Census_OEMNameIdentifier,Census_OEMModelIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_PrimaryDiskTypeName,Census_HasOpticalDiskDrive,Census_ChassisTypeName,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_PowerPlatformRoleName,Census_InternalBatteryNumberOfCharges,Census_OSBuildRevision,Census_OSEdition,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightsDisabled,Census_FlightRing,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections,Census_TotalPhysicalRAMGB,Census_SystemVolumeTotalCapacityGB,Census_PrimaryDiskTotalCapacityGB
4,62,59,0,0,1,1,1,106,85219,42,131,0,0,9,0,4,1,0,97,12,1,1,3,1,2589,111625,7,5,1,0,25,78,1292,5,18,39,1,3,7,1,0,1,2,0,4,546,35475,0,0,1,1,1,0,0,0,4,113,114
4,62,59,0,0,2,1,1,163,76907,23,169,0,1,9,3,4,1,0,97,12,1,1,8,1,1668,81705,1,3,1,0,37,98,616,3,7,51,1,7,26,1,0,1,0,0,4,405,11040,1,0,0,0,0,0,14,1,4,113,114
4,62,59,0,0,2,1,1,79,4778,23,104,0,1,9,0,4,1,0,97,12,1,1,2,1,1295,120946,3,3,0,0,24,144,616,1,40983,42,10,7,5,1,0,1,0,0,4,291,36025,1,0,0,0,0,1,2,0,4,441,403
4,63,59,0,0,1,1,1,170,79270,178866,179,0,1,9,0,4,1,0,97,11,1,1,2,1,2851,154025,1,3,0,0,24,174,1150,1,40983,51,10,7,28,1,0,1,1,0,4,83,7469,0,0,0,0,0,0,2,0,8,926,572
4,62,59,0,0,2,1,1,168,89970,23,71,0,1,9,3,4,1,0,97,8,1,1,8,1,277,110715,7,3,0,0,37,114,1150,3,33,42,1,0,6,1,0,1,2,0,4,83,26351,0,0,0,0,0,1,2,1,8,242,572
4,63,59,0,0,2,1,1,156,72710,23,72,0,1,9,0,4,1,0,97,7,1,1,8,1,870,123691,3,3,0,0,30,98,616,3,0,51,10,7,7,1,0,1,0,0,4,217,14030,1,0,0,0,0,0,0,1,4,448,403
1,63,107,0,0,1,1,0,79,4778,23,104,1,1,1,3,7,1,0,184,12,1,0,8,1,1084,89372,1,0,0,1,37,130,689,3,0,37,1,6,5,1,0,1,2,458,4,514,44816,0,0,0,0,0,0,2,0,4,293,285
4,62,53,0,1,1,1,1,92,40651,15,72,0,1,7,0,3,1,0,89,12,1,1,8,1,1668,81256,3,3,0,0,37,114,1150,3,0,42,10,7,7,1,0,0,2,0,6,405,18487,0,0,0,0,0,0,7,0,8,92,572
4,65,61,0,0,1,1,1,177,86720,23,68,0,1,9,3,4,1,41347,97,12,1,1,8,1,363,128559,3,3,1,0,30,92,1539,3,0,61,1,2,6,1,0,0,2,0,4,88,31548,0,0,0,0,0,1,0,0,8,42,403
4,62,59,0,0,2,1,1,157,50303,15,67,0,1,7,3,3,1,0,85,11,1,1,8,1,1668,81342,3,0,0,0,37,114,616,3,0,64,3,7,7,2,0,1,0,0,4,416,5914,1,0,0,0,0,1,0,1,4,417,403
4,62,13,0,0,1,1,1,92,129291,23,61,2,2,2,0,8,1,0,227,11,1,1,8,1,1668,17566,1,3,0,0,37,99,616,3,43901,0,1,2,7,4,0,0,2,0,4,405,27207,0,0,0,0,0,0,7,0,2,65,227
4,62,87,0,0,1,1,1,42,8289,23,40,0,1,3,0,5,1,0,50,11,1,1,8,1,363,128562,3,3,1,0,30,92,1539,3,0,265,5,2,36,4,0,1,3,0,2,3867,58706,0,0,0,0,0,1,6,1,8,350,403
4,63,59,0,0,1,1,1,146,49416,177024,71,0,1,9,0,4,1,0,97,11,1,1,8,1,1295,120738,3,3,0,0,37,98,616,3,0,51,10,6,7,1,0,1,0,0,4,291,33834,1,0,0,0,0,0,10,0,4,440,403
4,63,59,0,0,2,1,1,11,70237,23,55,0,1,9,3,4,1,0,97,11,1,1,8,1,1663,147382,3,3,1,0,30,91,1150,3,0,51,1,7,7,1,0,1,0,0,4,83,8382,0,0,0,0,0,1,1,0,8,218,218
4,63,53,0,0,1,1,1,202,91502,23,44,0,2,9,0,4,1,0,97,7,1,1,2,1,323,91797,3,3,0,0,24,199,1150,1,40983,35,10,7,38,2,0,1,2,0,4,83,35550,0,0,0,0,0,0,6,0,6,526,572
4,63,59,0,0,1,1,1,42,24220,23,40,0,2,7,0,3,1,0,89,11,1,1,2,1,2851,154025,1,0,2,0,24,136,689,1,40983,34,10,6,36,4,0,1,2,0,4,83,1879,0,0,0,0,0,0,6,0,2,45,403
4,62,59,0,0,1,1,1,204,7522,176200,260,0,1,9,0,4,1,0,97,12,1,1,2,1,1362,121481,3,3,0,0,24,189,1150,8,40983,42,10,7,28,1,0,1,1,0,4,53,27897,0,0,1,0,0,0,2,1,4,102,403
4,65,26,0,0,1,1,1,170,70171,176275,179,0,1,9,3,4,1,0,97,12,1,1,8,1,277,165529,3,3,0,0,37,114,616,3,276,32,3,2,28,4,0,1,0,0,4,83,48813,0,0,0,0,0,0,2,0,4,460,403
4,63,59,0,0,1,1,1,198,95723,23,72,0,1,9,0,4,1,0,97,12,1,1,9,1,1295,113125,3,3,0,0,24,166,1150,1,40983,51,10,5,13,1,0,1,3,0,4,53,1383,0,0,0,0,0,0,10,1,4,239,403
